KEYWORD,INTENT,GROUPS,LABELS,VOLUME,YOY TREND,SUM TOP10 CTR,[M] FEATURES,[D] FEATURES,[M] RANK,[M] CHANGE,[M] PAGE,[M] BEST RANK,[M] BEST RANK DATE,[M] AIO Brand Mention,[M] AIO Cited Rank,[M] AIO Cited Rank Change,[M] AIO Citation Status,[M] AIO Cited URL,[D] RANK,[D] CHANGE,[D] PAGE,[D] BEST RANK,[D] BEST RANK DATE,[D] AIO Brand Mention,[D] AIO Cited Rank,[D] AIO Cited Rank Change,[D] AIO Citation Status,[D] AIO Cited URL,DIFFICULTY,OPPORTUNITY,ADDED ON
last minute holiday to portugal,transactional,Portugal,Seasonal,880,-16%,100%,-,-,100,-,https://www.solmarvillas.com/offers/last-minute-deals,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/offers/last-minute-deals,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,3,2025-10-16
where to go in october for sun,informational,Generics | AI Overview Desktop | AI Overview Mobile,Seasonal,1300,-17%,67%,"Video Carousel, Questions, AI Overview","Questions, AI Overview",100,-,https://www.solmarvillas.com/inspiration/travel-tips/where-is-hot-in-october,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/travel-tips/where-is-hot-in-october,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,3,2025-10-16
sun holidays in january,informational,Generics | AI Overview Desktop | AI Overview Mobile,Seasonal,1600,-33%,69%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Questions, AI Overview",100,-,https://www.solmarvillas.com/offers/winter-sun-villa-holidays,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/offers/winter-sun-villa-holidays,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,3,2025-10-16
sun holidays in november,informational,Generics | AI Overview Desktop | AI Overview Mobile,Seasonal,1600,-46%,82%,"Video Carousel, Images pack, Questions, AI Overview","Ads Pack Down, Questions, AI Overview",100,-,https://www.solmarvillas.com/offers/winter-sun-villa-holidays,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/offers/winter-sun-villa-holidays,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,3,2025-10-16
villa in dalaman,transactional,Turkey,Seasonal,390,-34%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/turkey-villas/dalaman,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/destinations/turkey-villas/dalaman,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
portugal beach villas,transactional,Portugal,,320,-65%,67%,"Video Carousel, Images pack, Questions, Hotels","Questions, Hotels",19,-,https://www.solmarvillas.com/destinations/portugal-villas/algarve,19,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,17,-,https://www.solmarvillas.com/destinations/portugal-villas,15,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,3,2025-10-16
european villa,informational,Generics,,1000,-18%,71%,"Images pack, Hotels","Images pack, Questions, Hotels",11,-,https://www.solmarvillas.com/,11,2025-10-27,No Brand Mentioned,Not Cited,-,,Not Cited,10,-,https://www.solmarvillas.com/,10,2025-10-27,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,3,2025-10-16
luxury greek villas with private pool,informational,Greece,,140,-18%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",7,-,https://www.solmarvillas.com/inspiration/greek-villas-with-pools,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/inspiration/greek-villas-with-pools,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,2,2025-10-16
best villa sites,informational,Generics | AI Overview Desktop | AI Overview Mobile,,110,0%,73%,"Images pack, Questions, AI Overview","Questions, AI Overview",7,-,https://www.solmarvillas.com/destinations,7,2025-10-27,Only Others Mentioned,Not Cited,-,,Not Cited,7,-,https://www.solmarvillas.com/destinations,7,2025-10-27,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,2,2025-10-16
hot holiday destinations in september,informational,Generics | AI Overview Desktop,Seasonal,590,-19%,80%,"Video Carousel, Images pack, Questions","Images pack, Questions, AI Overview",100,-,https://www.solmarvillas.com/inspiration/travel-tips/best-september-holiday-destinations,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/travel-tips/best-september-holiday-destinations,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
active holidays for couples,transactional,Generics | AI Overview Desktop | AI Overview Mobile,,210,247%,73%,"Images pack, Questions, AI Overview","Images pack, AI Overview",100,-,https://www.solmarvillas.com/villa-types/villas-for-couples,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/villa-types/villas-for-couples,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
family holidays in madeira,transactional,Portugal | AI Overview Desktop,,390,-33%,85%,"Video Carousel, Images pack, Questions","Questions, AI Overview",100,-,https://www.solmarvillas.com/destinations/portugal-villas/madeira,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/portugal-villas/madeira,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
5 bedroom villas,informational,Generics,,110,133%,100%,Images pack,Images pack,23,-,https://www.solmarvillas.com/destinations/cyprus-villas/5-bedroom-villas-in-cyprus,22,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,22,-,https://www.solmarvillas.com/destinations/cyprus-villas/5-bedroom-villas-in-cyprus,18,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
villa holidays from bournemouth airport,transactional,Generics | AI Overview Desktop | AI Overview Mobile,,40,200%,86%,"Images pack, Questions, AI Overview","Ads Pack Down, Questions, AI Overview",4,-,https://www.solmarvillas.com/villa-holidays-with-flights,4,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/villa-holidays-with-flights,4,2025-10-17,Mentioned,2,Trending down,,https://www.solmarvillas.com/,Top10,2,2025-10-16
villa with pool and tennis court,transactional,Generics,,90,2500%,95%,"Images pack, Local pack","Images pack, Local pack",100,-,https://www.solmarvillas.com/villa-types/villas-with-games-facilities,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/villa-types/villas-with-games-facilities,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
best holiday destinations in september for sun,informational,Generics | AI Overview Desktop | AI Overview Mobile,,210,-19%,70%,"Video Carousel, Questions, AI Overview","Questions, AI Overview",100,-,https://www.solmarvillas.com/inspiration/travel-tips/best-september-holiday-destinations,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/inspiration/travel-tips/best-september-holiday-destinations,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,2,2025-10-16
celebration holidays,informational,Generics | AI Overview Desktop | AI Overview Mobile,,140,0%,68%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Questions, AI Overview",100,-,https://www.solmarvillas.com/villa-types/holidays-for-special-occasions,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/villa-types/holidays-for-special-occasions,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,1,2025-10-16
villas for rent in halkidiki,transactional,Greece,,140,0%,68%,"Video Carousel, Images pack, Hotels",Hotels,2,-,https://www.solmarvillas.com/destinations/greece-villas/mainland-greece/halkidiki,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/greece-villas/mainland-greece/halkidiki,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
cyprus villas with heated pools,transactional,Cyprus,,260,-19%,99%,"Images pack, Local pack",Images pack,1,-,https://www.solmarvillas.com/destinations/cyprus-villas/villas-with-heated-pools-in-cyprus,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/cyprus-villas/villas-with-heated-pools-in-cyprus,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in rhodes greece,transactional,Greece,,390,50%,85%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",2,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas with private pool for couples,commercial,Generics | AI Overview Desktop | AI Overview Mobile,,210,136%,74%,"Images pack, Local pack, AI Overview","Images pack, Local pack, Questions, AI Overview",1,-,https://www.solmarvillas.com/villa-types/villas-for-couples,1,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/villa-types/villas-for-couples,1,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
malta villas with private pool,transactional,Malta and Gozo,,590,-33%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/malta-gozo-villas,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/malta-gozo-villas,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
large holiday villas,commercial,Generics,Seasonal,720,49%,100%,"Video Carousel, Images pack, Local pack",-,2,-,https://www.solmarvillas.com/villa-types/large-villas,2,2025-10-27,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/villa-types/large-villas,1,2025-10-27,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
child friendly villas with gated pools,informational,Generics | AI Overview Mobile,Null Search Volume,140,0%,87%,"Images pack, AI Overview",Images pack,2,-,https://www.solmarvillas.com/villa-types/villas-with-gated-pools,2,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/villa-types/villas-with-gated-pools,2,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
spanish villa with pool,transactional,Spain,,2900,0%,99%,"Video Carousel, Images pack, Local pack",Images pack,2,-,https://www.solmarvillas.com/destinations/spain-villas/villas-in-spain-with-private-pool-near-beach,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/spain-villas/villas-in-spain-with-private-pool-near-beach,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
cala dor villas,transactional,Spain,,2900,0%,95%,"Video Carousel, Images pack, Hotels","Images pack, Knowledge Graph",2,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/cala-dor,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/cala-dor,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
mallorca villas,transactional,Spain,,9900,-18%,76%,"Video Carousel, Images pack, Questions, Hotels",Hotels,1,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
turkey villas,commercial,Turkey,,3600,-46%,68%,"Video Carousel, Images pack, Hotels",Hotels,1,-,https://www.solmarvillas.com/destinations/turkey-villas,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/turkey-villas,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in argaka,transactional,Cyprus,,210,-66%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",1,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/argaka,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/argaka,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
small villa with private pool,transactional,Generics,Seasonal,720,-46%,88%,"Images pack, Local pack","Images pack, Local pack",1,-,https://www.solmarvillas.com/villa-types/small-villas-with-private-pool,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/villa-types/small-villas-with-private-pool,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas to rent in puerto del carmen,informational,Spain,,880,-18%,68%,"Video Carousel, Hotels",Hotels,3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
cyprus holiday villas,commercial,Cyprus,,3600,-18%,72%,"Video Carousel, Images pack, Hotels",Hotels,1,-,https://www.solmarvillas.com/destinations/cyprus-villas,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/cyprus-villas,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in sorrento,transactional,Italy,,1000,-23%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",2,-,https://www.solmarvillas.com/destinations/italy-villas/amalfi-coast/sorrento,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/italy-villas/amalfi-coast/sorrento,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas with pools in tenerife,transactional,Spain,,590,-19%,66%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/tenerife,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/tenerife,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
small villas,commercial,Generics,,210,24%,97%,Images pack,Images pack,1,-,https://www.solmarvillas.com/villa-types/small-villas-with-private-pool,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/villa-types/small-villas-with-private-pool,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
corfu villa holidays,transactional,Greece,,1300,-32%,100%,Images pack,Images pack,3,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/corfu,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/corfu,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
portugal villas,transactional,Portugal,,4400,0%,84%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",8,-,https://www.solmarvillas.com/destinations/portugal-villas,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/portugal-villas,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
best place to book a villa holiday,informational,Generics | AI Overview Desktop,,90,-29%,81%,"Local pack, Questions","Questions, AI Overview",2,-,https://www.solmarvillas.com/villa-holidays-with-flights,2,2025-10-27,Only Others Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/villa-holidays-with-flights,2,2025-10-27,Mentioned,1,-,,https://www.solmarvillas.com/villa-holidays-with-flights,Top10,0,2025-10-16
costa verde villas,transactional,Portugal | AI Overview Mobile,,50,100%,87%,"Images pack, AI Overview",Images pack,2,-,https://www.solmarvillas.com/destinations/portugal-villas/costa-verde,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/portugal-villas/costa-verde,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
gozo villas,transactional,Malta and Gozo,,720,0%,79%,"Video Carousel, Images pack, Hotels",Hotels,2,-,https://www.solmarvillas.com/destinations/malta-gozo-villas/gozo,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/malta-gozo-villas/gozo,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in majorca,transactional,Spain,,9900,-18%,75%,"Images pack, Hotels","Images pack, Questions, Hotels",2,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in alcudia,transactional,Spain,,1000,-19%,87%,"Video Carousel, Images pack, Questions, Hotels","Images pack, Questions, Hotels",3,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/alcudia,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/alcudia,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villa holiday to portugal,transactional,Portugal,,4400,-19%,90%,"Video Carousel, Images pack, Hotels",Hotels,3,-,https://www.solmarvillas.com/destinations/portugal-villas,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/portugal-villas,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
holiday villa with private pool,transactional,Generics,,1900,19%,100%,Images pack,Images pack,2,-,https://www.solmarvillas.com/villa-types/villas-with-private-pool-no-car-needed,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/villa-types/villas-with-private-pool-no-car-needed,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas 2026,transactional,Generics,,210,271%,100%,"Video Carousel, Images pack",Images pack,1,-,https://www.solmarvillas.com/offers/2026-villa-holidays,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/offers/2026-villa-holidays,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
aphrodite hills villas,transactional,Cyprus,,880,0%,93%,"Video Carousel, Images pack, Hotels",Images pack,6,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/leisure-resorts/aphrodite-hills-resort,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/leisure-resorts/aphrodite-hills-resort,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
